,Unnamed: 0,num_conta,cod_cliente,cod_agencia,cod_colaborador,tipo_conta,data_abertura,saldo_total,saldo_disponivel,data_ultimo_lancamento,tipo_agencia,estado
48,49,134,134,1,34,PF,2013-06-11 11:41:00 UTC,19285.300000000003,19263.65,2017-06-15 07:46:25 UTC,Agencia Fisica,PR
49,50,410,410,1,34,PF,2019-04-22 13:24:00 UTC,2612.7907000000005,2608.2900000000004,2022-12-30 00:00:00.675814 UTC,Agencia Fisica,SE
50,51,429,429,1,34,PF,2015-05-28 15:38:00 UTC,7184.023199999996,5418.259999999997,2022-12-30 00:00:00.433124 UTC,Agencia Fisica,MA
51,52,496,496,1,34,PF,2020-02-27 12:50:00 UTC,18.424999999999844,78.94999999999986,2022-12-30 00:00:00.869078 UTC,Agencia Fisica,AC
52,53,631,631,1,34,PF,2010-12-10 15:06:00 UTC,21223.4496,22164.989999999994,2014-05-25 15:37:54 UTC,Agencia Fisica,SC
53,54,878,878,1,34,PF,2012-05-16 14:13:00 UTC,32869.20199999998,34449.169999999984,2021-05-13 20:48:23 UTC,Agencia Fisica,AP
54,55,6,6,1,42,PF,2010-03-09 12:09:00 UTC,14236.26639999999,13407.47999999999,2016-10-02 22:42:28 UTC,Agencia Fisica,AC
55,56,620,620,1,42,PF,2010-06-21 16:42:00 UTC,29814.946500000005,28876.550000000003,2014-01-29 19:49:43 UTC,Agencia Fisica,DF
56,57,714,714,1,42,PF,2015-06-18 11:20:00 UTC,48216.74,43787.35999999999,2020-07-12 04:06:16 UTC,Agencia Fisica,BA
57,58,877,877,1,42,PF,2013-02-11 11:31:00 UTC,125716.2786,126887.95,2019-05-21 20:49:47 UTC,Agencia Fisica,AM
58,59,286,286,1,58,PF,2021-07-12 12:27:00 UTC,3985.904599999996,2427.579999999996,2022-12-29 23:52:25 UTC,Agencia Fisica,MG
59,60,559,559,1,58,PF,2011-02-05 14:40:00 UTC,31372.237,29533.51,2022-12-30 00:00:00.049372 UTC,Agencia Fisica,CE
60,61,911,911,1,58,PF,2011-09-22 12:17:00 UTC,3545.6639999999943,3563.1999999999944,2022-12-29 23:59:59.851741 UTC,Agencia Fisica,PA
61,62,40,40,1,62,PF,2015-04-14 14:50:00 UTC,461.3510000000004,164.3100000000003,2022-12-29 23:59:59.352027 UTC,Agencia Fisica,PB
62,63,90,90,1,62,PF,2014-05-15 13:06:00 UTC,109727.88199999995,99717.26999999996,2015-12-25 21:14:30 UTC,Agencia Fisica,SP
63,64,93,93,1,62,PF,2021-10-27 11:09:00 UTC,354.4128000000052,270.1800000000054,2022-12-29 23:59:59.036565 UTC,Agencia Fisica,AM
64,65,147,147,1,62,PF,2014-08-14 14:32:00 UTC,42405.94920000002,41516.750000000015,2015-11-13 17:37:41 UTC,Agencia Fisica,MT
65,66,486,486,1,62,PF,2015-04-23 13:18:00 UTC,197.3625000000003,155.7200000000003,2022-12-29 22:47:31 UTC,Agencia Fisica,SP
66,67,501,501,1,62,PF,2018-06-20 14:51:00 UTC,232815.7920000001,211636.0400000001,2022-12-30 00:00:00.468941 UTC,Agencia Fisica,SP
67,68,670,670,1,62,PF,2022-10-25 14:11:00 UTC,42711.761900000005,41331.12,2022-12-30 00:00:00.718266 UTC,Agencia Fisica,PR
68,69,735,735,1,62,PF,2012-12-03 13:05:00 UTC,72474.23160000001,67091.37000000001,2021-04-25 23:19:48 UTC,Agencia Fisica,BA
69,70,805,805,1,62,PF,2011-05-08 14:35:00 UTC,4438.540799999998,4510.779999999998,2022-12-30 00:00:00.828982 UTC,Agencia Fisica,SE
70,71,19,19,1,67,PF,2019-10-05 13:24:00 UTC,2615.3160000000025,2364.850000000002,2022-12-29 23:59:59.115282 UTC,Agencia Fisica,AL
71,72,106,106,1,67,PF,2010-08-14 15:55:00 UTC,68269.50800000003,71851.76000000001,2020-09-28 20:33:20 UTC,Agencia Fisica,RR
72,73,146,146,1,67,PF,2010-06-27 10:33:00 UTC,10975.191099999996,11304.699999999995,2014-03-23 07:15:00 UTC,Agencia Fisica,RJ
73,74,154,154,1,67,PF,2013-10-14 11:46:00 UTC,81928.2464,78745.64,2018-05-10 18:30:26 UTC,Agencia Fisica,RN
74,75,198,198,1,67,PF,2016-09-09 11:33:00 UTC,7893.017599999994,7802.339999999994,2022-12-29 22:42:22 UTC,Agencia Fisica,DF
75,76,200,200,1,67,PF,2015-05-17 10:24:00 UTC,3503.0599999999927,2941.4999999999927,2022-12-26 07:35:44 UTC,Agencia Fisica,AC
76,77,260,260,1,67,PF,2013-10-22 14:33:00 UTC,23435.394300000007,22294.71000000001,2022-06-06 17:43:44 UTC,Agencia Fisica,SP
77,78,347,347,1,67,PF,2011-02-03 16:40:00 UTC,83141.23550000001,87482.30000000002,2015-05-01 04:58:44 UTC,Agencia Fisica,RN
78,79,357,357,1,67,PF,2021-07-12 15:17:00 UTC,71.38890000000038,21.400000000000382,2022-12-30 00:00:00.925889 UTC,Agencia Fisica,MA
79,80,497,497,1,67,PF,2021-10-25 16:18:00 UTC,44788.254,45546.6,2022-12-29 23:59:59.201726 UTC,Agencia Fisica,RR
80,81,598,598,1,67,PF,2015-02-09 13:15:00 UTC,6940.731599999996,6722.359999999997,2022-12-30 00:00:00.545758 UTC,Agencia Fisica,MS
81,82,715,715,1,67,PF,2018-12-20 16:17:00 UTC,27057.146300000026,23267.770000000022,2022-12-30 00:00:00.415793 UTC,Agencia Fisica,AP
82,83,925,925,1,67,PF,2014-07-10 14:52:00 UTC,7854.303599999998,7813.65,2022-12-29 22:10:15 UTC,Agencia Fisica,AM
83,84,68,68,1,72,PF,2019-08-11 11:02:00 UTC,66.69119999999536,54.71999999999517,2022-12-29 23:59:59.607906 UTC,Agencia Fisica,PA
84,85,195,195,1,72,PF,2011-03-08 13:26:00 UTC,28846.584000000003,27711.570000000003,2015-04-03 11:22:27 UTC,Agencia Fisica,GO
85,86,280,280,1,72,PF,2017-04-20 14:07:00 UTC,14666.520399999994,13614.039999999994,2022-09-20 20:09:54 UTC,Agencia Fisica,AL
86,87,284,284,1,72,PF,2020-02-18 13:51:00 UTC,42994.116,43554.02999999999,2022-12-29 22:10:49 UTC,Agencia Fisica,GO
87,88,604,604,1,72,PF,2022-03-20 16:32:00 UTC,66821.99049999999,68837.84999999999,2022-12-29 23:59:59.290722 UTC,Agencia Fisica,SC
88,89,697,697,1,72,PF,2013-01-24 12:46:00 UTC,1323.3989999999512,1185.809999999952,2016-09-14 12:33:25 UTC,Agencia Fisica,MS
89,90,831,831,1,72,PF,2016-01-22 11:28:00 UTC,32572.57580000001,31390.160000000003,2022-12-29 23:57:40 UTC,Agencia Fisica,PB
90,91,141,141,1,77,PF,2012-05-10 13:49:00 UTC,8239.799700000001,8311.67,2015-02-25 00:30:47 UTC,Agencia Fisica,ES
91,92,208,208,1,77,PF,2013-05-12 13:48:00 UTC,99593.4702,101572.38,2016-07-29 15:49:35 UTC,Agencia Fisica,PI
92,93,382,382,1,77,PF,2010-02-02 14:28:00 UTC,6992.420000000003,6935.260000000002,2017-02-22 12:18:12 UTC,Agencia Fisica,MG
93,94,431,431,1,77,PF,2013-11-20 11:12:00 UTC,31323.332700000014,31597.66000000001,2019-04-02 12:38:44 UTC,Agencia Fisica,TO
94,95,574,574,1,77,PF,2014-03-05 16:10:00 UTC,11612.546000000002,10535.63,2022-07-03 23:00:19 UTC,Agencia Fisica,RR
95,96,684,684,1,77,PF,2020-03-14 11:55:00 UTC,14568.495099999996,14689.169999999996,2022-12-30 00:00:00.317437 UTC,Agencia Fisica,SP
96,97,717,717,1,77,PF,2015-02-21 12:48:00 UTC,30082.003200000003,29273.680000000004,2020-02-21 02:00:45 UTC,Agencia Fisica,RR
97,98,892,892,1,77,PF,2015-08-05 12:19:00 UTC,8397.359999999995,7660.1199999999935,2019-05-25 15:09:19 UTC,Agencia Fisica,DF
98,99,145,145,1,79,PF,2011-03-03 13:41:00 UTC,69766.7927,65137.83000000001,2020-10-03 14:06:51 UTC,Agencia Fisica,RJ
99,100,152,152,1,79,PF,2017-07-01 14:56:00 UTC,68.44200000000157,16.22000000000142,2022-12-29 23:59:59.386084 UTC,Agencia Fisica,AC
100,101,258,258,1,79,PF,2011-08-21 14:49:00 UTC,14823.2112,14252.92,2022-05-06 12:23:37 UTC,Agencia Fisica,PB
101,102,293,293,1,79,PF,2018-10-14 12:48:00 UTC,34326.80460000002,33578.19000000002,2022-10-29 02:01:59 UTC,Agencia Fisica,SP
102,103,473,473,1,79,PF,2016-01-02 10:15:00 UTC,50851.23390000001,49224.08,2020-10-04 09:33:03 UTC,Agencia Fisica,PA
103,104,567,567,1,79,PF,2011-05-16 10:17:00 UTC,31479.6024,29103.95,2015-09-15 11:33:09 UTC,Agencia Fisica,ES
104,105,758,758,1,79,PF,2014-12-25 13:17:00 UTC,62228.87,56551.49,2019-09-19 03:25:22 UTC,Agencia Fisica,ES
105,106,875,875,1,79,PF,2015-01-18 15:07:00 UTC,33365.150700000006,30866.630000000005,2022-12-29 23:55:10 UTC,Agencia Fisica,BA
106,107,989,989,1,79,PF,2021-11-25 14:47:00 UTC,754.6140000000004,577.4000000000003,2022-12-29 23:59:55 UTC,Agencia Fisica,MA
107,108,119,119,1,83,PF,2020-01-14 10:20:00 UTC,27043.2783,26165.99,2022-10-26 06:36:27 UTC,Agencia Fisica,SE
108,109,186,186,1,83,PF,2022-02-21 15:05:00 UTC,164.7085999999998,134.1999999999998,2022-12-30 00:00:00.56732 UTC,Agencia Fisica,AP
109,110,231,231,1,83,PF,2012-06-25 11:43:00 UTC,52988.99720000004,49969.30000000004,2017-02-09 11:55:11 UTC,Agencia Fisica,AM
110,111,232,232,1,83,PF,2013-11-27 16:57:00 UTC,117243.3034,110336.89,2020-07-24 08:10:00 UTC,Agencia Fisica,BA
111,112,243,243,1,83,PF,2017-04-01 14:23:00 UTC,15640.929999999998,16447.329999999998,2022-10-24 13:33:00 UTC,Agencia Fisica,AL
112,113,331,331,1,83,PF,2012-09-22 16:29:00 UTC,15569.4227,15030.97,2022-12-29 23:59:59.268198 UTC,Agencia Fisica,SP
113,114,602,602,1,83,PF,2018-10-24 13:07:00 UTC,10115.968099999996,9667.709999999995,2021-02-19 04:34:16 UTC,Agencia Fisica,BA
114,115,671,671,1,83,PF,2021-08-09 16:15:00 UTC,8075.951999999995,7551.609999999993,2022-12-30 00:00:00.918448 UTC,Agencia Fisica,GO
115,116,804,804,1,83,PF,2011-12-06 13:00:00 UTC,58103.96340000001,56919.71000000001,2016-11-04 11:52:28 UTC,Agencia Fisica,MS
116,117,927,927,1,83,PF,2011-08-15 14:48:00 UTC,34239.264800000026,33034.49000000003,2013-02-06 13:38:57 UTC,Agencia Fisica,AM
117,118,938,938,1,83,PF,2016-12-12 12:27:00 UTC,167.207600000001,116.36000000000104,2022-12-29 23:59:59.245727 UTC,Agencia Fisica,SC
118,119,42,42,2,12,PF,2013-04-12 12:10:00 UTC,27615.72,27609.02,2022-01-19 04:26:03 UTC,Agencia Fisica,AM
119,120,185,185,2,12,PF,2011-03-23 14:06:00 UTC,403.0492999999993,393.61999999999927,2021-03-04 19:53:30 UTC,Agencia Fisica,PA
120,121,415,415,2,12,PF,2015-06-09 14:03:00 UTC,66837.7112,64200.64,2022-12-30 00:00:00.397829 UTC,Agencia Fisica,SE
121,122,504,504,2,12,PF,2015-04-22 14:18:00 UTC,45917.35829999998,46241.16999999998,2022-12-29 22:39:57 UTC,Agencia Fisica,MG
122,123,548,548,2,12,PF,2021-05-24 12:19:00 UTC,51462.004,47060.44,2022-12-29 23:59:59.281558 UTC,Agencia Fisica,ES
123,124,23,23,2,15,PF,2012-12-06 10:38:00 UTC,19605.4353,19299.27,2022-12-29 23:58:10 UTC,Agencia Fisica,PB
124,125,55,55,2,15,PF,2016-11-10 14:25:00 UTC,353.76440000000025,322.2600000000002,2022-12-30 00:00:00.379315 UTC,Agencia Fisica,RJ
125,126,85,85,2,15,PF,2010-10-04 13:19:00 UTC,55114.8674,10769.580000000002,2022-12-11 09:49:24 UTC,Agencia Fisica,SE
126,127,138,138,2,15,PF,2018-04-06 10:08:00 UTC,230.13239999999968,116.0499999999997,2022-12-29 23:59:59.356948 UTC,Agencia Fisica,ES
127,128,188,188,2,15,PF,2022-11-12 14:02:00 UTC,10111.06130000001,9159.69000000001,2022-12-30 00:00:00.476412 UTC,Agencia Fisica,RJ
128,129,432,432,2,15,PF,2011-04-27 12:38:00 UTC,122319.37840000007,115048.84000000004,2022-12-29 23:59:59.49324 UTC,Agencia Fisica,AM
129,130,455,455,2,15,PF,2017-08-24 10:26:00 UTC,1440.951200000005,1268.5000000000048,2020-11-08 17:27:02 UTC,Agencia Fisica,MA
130,131,517,517,2,15,PF,2020-12-11 15:57:00 UTC,62271.81750000006,64049.89000000007,2022-12-29 23:59:59.977786 UTC,Agencia Fisica,ES
131,132,545,545,2,15,PF,2019-12-16 10:22:00 UTC,20510.215600000003,20524.460000000003,2022-12-29 23:59:59.94329 UTC,Agencia Fisica,PB
132,133,621,621,2,15,PF,2015-03-11 11:29:00 UTC,52509.97999999999,52048.08,2022-10-12 01:15:42 UTC,Agencia Fisica,AM
133,134,762,762,2,15,PF,2022-09-15 14:36:00 UTC,28104.59999999997,27974.59999999997,2022-12-29 23:59:59.911482 UTC,Agencia Fisica,DF
134,135,168,168,2,22,PF,2012-12-20 16:11:00 UTC,35959.304999999986,37827.95999999999,2022-07-06 14:23:09 UTC,Agencia Fisica,RJ
135,136,456,456,2,22,PF,2014-02-12 15:54:00 UTC,25.758000000000948,12.040000000000893,2022-04-04 19:19:19 UTC,Agencia Fisica,RN
136,137,505,505,2,22,PF,2013-07-27 13:47:00 UTC,209128.9260000001,191520.6000000001,2022-10-19 20:01:15 UTC,Agencia Fisica,RO
137,138,566,566,2,22,PF,2013-11-11 12:53:00 UTC,5737.688000000004,5160.790000000003,2018-03-26 15:13:17 UTC,Agencia Fisica,AC
138,139,666,666,2,22,PF,2015-07-27 15:03:00 UTC,47389.7522,48308.97000000001,2020-02-25 11:30:30 UTC,Agencia Fisica,RR
139,140,750,750,2,22,PF,2012-05-05 11:32:00 UTC,3848.688399999997,3727.019999999996,2022-12-25 16:58:54 UTC,Agencia Fisica,PA
140,141,768,768,2,22,PF,2019-04-22 14:34:00 UTC,44919.12599999998,42951.11999999998,2022-12-29 23:55:59 UTC,Agencia Fisica,ES
141,142,14,14,2,28,PF,2014-08-26 14:14:00 UTC,3923.409599999999,3491.479999999999,2022-12-30 00:00:00.698664 UTC,Agencia Fisica,MA
142,143,45,45,2,28,PF,2015-10-19 14:51:00 UTC,15400.831,13450.8,2021-06-10 00:38:31 UTC,Agencia Fisica,PA
143,144,221,221,2,28,PF,2016-08-16 13:42:00 UTC,2058.9816,2677.19,2022-12-28 18:28:44 UTC,Agencia Fisica,CE
144,145,534,534,2,28,PF,2015-01-25 16:56:00 UTC,32217.004799999995,33477.579999999994,2022-12-29 22:53:27 UTC,Agencia Fisica,BA
145,146,799,799,2,28,PF,2021-05-24 11:29:00 UTC,128.3256999999996,7.339999999999648,2022-12-30 00:00:00.146195 UTC,Agencia Fisica,AL
146,147,841,841,2,28,PF,2020-04-16 16:11:00 UTC,35333.462400000004,36788.9,2022-12-28 23:54:25 UTC,Agencia Fisica,AC
147,148,896,896,2,28,PF,2018-06-19 14:13:00 UTC,36968.3095,39530.31,2022-12-29 23:59:59.122591 UTC,Agencia Fisica,CE
148,149,915,915,2,28,PF,2018-12-25 12:03:00 UTC,12410.458000000002,12940.120000000004,2022-10-01 08:38:58 UTC,Agencia Fisica,MA
149,150,945,945,2,28,PF,2016-05-10 13:56:00 UTC,48981.1509,49096.21000000001,2022-12-03 14:04:20 UTC,Agencia Fisica,SP
150,151,435,435,2,46,PF,2011-02-02 11:14:00 UTC,41480.0435,40881.44,2019-06-30 20:38:23 UTC,Agencia Fisica,RR
151,152,616,616,2,46,PF,2017-08-04 10:47:00 UTC,16991.020800000002,15969.620000000004,2022-12-29 23:59:59.913155 UTC,Agencia Fisica,AP
152,153,661,661,2,46,PF,2013-09-11 13:40:00 UTC,19.332100000000253,5.350000000000263,2022-12-29 23:59:56 UTC,Agencia Fisica,BA
153,154,664,664,2,46,PF,2017-11-12 15:21:00 UTC,17796.98040000001,17333.02000000001,2022-12-30 00:00:00.689084 UTC,Agencia Fisica,RS
154,155,667,667,2,46,PF,2022-03-06 15:06:00 UTC,987.9820000000002,760.3900000000001,2022-12-30 00:00:00.112756 UTC,Agencia Fisica,PR
155,156,766,766,2,46,PF,2014-09-07 13:15:00 UTC,271.74490000000026,334.3100000000003,2022-12-29 23:59:59.641 UTC,Agencia Fisica,AM
156,157,821,821,2,46,PF,2012-03-12 12:31:00 UTC,38099.7,37024.01,2016-02-26 14:02:42 UTC,Agencia Fisica,GO
157,158,36,36,2,56,PF,2012-02-17 15:58:00 UTC,41929.7528,40313.21,2022-12-29 23:59:54 UTC,Agencia Fisica,SC
158,159,46,46,2,56,PF,2011-06-04 11:10:00 UTC,47538.62399999999,151644.4,2016-09-08 06:26:30 UTC,Agencia Fisica,AM
159,160,277,277,2,56,PF,2013-06-09 12:38:00 UTC,1408.3783999999982,1263.3899999999985,2017-10-07 06:48:39 UTC,Agencia Fisica,MG
160,161,375,375,2,56,PF,2019-06-22 15:56:00 UTC,13593.814999999986,12657.899999999983,2022-12-29 23:59:59.227118 UTC,Agencia Fisica,RN
161,162,495,495,2,56,PF,2015-07-02 11:07:00 UTC,29290.9448,28153.49,2022-12-30 00:00:00.823395 UTC,Agencia Fisica,BA
162,163,539,539,2,56,PF,2011-04-21 10:58:00 UTC,17405.555999999997,16455.879999999997,2015-09-25 11:33:15 UTC,Agencia Fisica,BA
163,164,744,744,2,56,PF,2012-03-21 11:46:00 UTC,4711.0281,5493.63,2021-10-01 18:38:52 UTC,Agencia Fisica,PE
164,165,774,774,2,56,PF,2018-07-11 14:52:00 UTC,206361.4035,196440.97,2022-12-29 23:56:56 UTC,Agencia Fisica,PI
165,166,903,903,2,56,PF,2020-08-16 11:05:00 UTC,83936.27880000003,84439.77000000003,2022-03-13 19:41:29 UTC,Agencia Fisica,PA
166,167,930,930,2,56,PF,2018-04-03 11:06:00 UTC,16311.089999999998,8241.089999999998,2022-12-18 12:54:26 UTC,Agencia Fisica,SC
167,168,62,62,2,57,PF,2010-12-02 12:14:00 UTC,6662.318100000003,6390.180000000003,2020-06-28 21:08:18 UTC,Agencia Fisica,MG
168,169,73,73,2,57,PF,2012-06-21 14:25:00 UTC,2612.7198000000017,2439.8500000000013,2017-05-21 09:14:01 UTC,Agencia Fisica,MA
169,170,94,94,2,57,PF,2011-09-09 15:00:00 UTC,34545.95549999998,33166.60999999998,2022-12-30 00:00:00.138357 UTC,Agencia Fisica,GO
170,171,175,175,2,57,PF,2015-12-17 14:44:00 UTC,1931.3690000000004,1744.86,2018-05-18 21:30:15 UTC,Agencia Fisica,CE
171,172,333,333,2,57,PF,2019-12-03 13:34:00 UTC,398.66040000000135,263.32000000000124,2022-12-29 23:59:59.673776 UTC,Agencia Fisica,ES
172,173,677,677,2,57,PF,2018-01-15 11:14:00 UTC,39346.53060000002,38525.41000000002,2022-07-12 17:02:07 UTC,Agencia Fisica,RS
173,174,760,760,2,57,PF,2013-04-27 10:08:00 UTC,20116.39679999998,20875.569999999985,2015-06-05 12:29:59 UTC,Agencia Fisica,MS
174,175,801,801,2,57,PF,2019-09-27 15:29:00 UTC,34040.2118,34583.48,2022-12-29 23:59:59.136427 UTC,Agencia Fisica,AM
175,176,905,905,2,57,PF,2013-03-04 12:38:00 UTC,18219.1695,17267.949999999997,2016-08-05 23:19:11 UTC,Agencia Fisica,AL
176,177,990,990,2,57,PF,2020-01-23 16:28:00 UTC,6317.251199999996,6536.309999999996,2021-09-25 07:50:51 UTC,Agencia Fisica,MS
177,178,26,26,2,63,PF,2012-08-12 16:34:00 UTC,10388.779200000006,10032.940000000006,2021-02-13 04:38:56 UTC,Agencia Fisica,RN
178,179,51,51,2,63,PF,2022-01-18 14:52:00 UTC,330.5536,305.04,2022-12-29 23:59:59.330763 UTC,Agencia Fisica,RS
